13.6325	354.049	304.22	265.383	252.527	248.42	247.715	248.754	250.89	
37.104	45.1302	53.4677	61.5558	68.8556	74.9973	79.8222	83.333	85.6183	
60.7169	57.8992	54.6394	51.0041	47.0805	42.9697	38.7783	34.6074	30.5432	
308.096	306.182	304.682	303.57	302.815	302.385	302.249	302.374	302.73	
330.843	326.528	322.224	318.034	314.062	310.403	307.13	304.298	301.935	
311.329	310.368	309.222	307.878	306.318	304.524	302.475	300.145	297.509	
259.884	250.945	240.366	227.871	213.315	196.923	179.491	162.249	146.32	
303.435	300.165	296.176	291.225	284.938	276.72	265.634	250.379	229.969	
269.414	269.638	270.79	272.734	275.35	278.521	282.127	286.042	290.138	
32.6987	29.3485	26.2429	23.3764	20.7339	18.2949	16.0356	13.931	11.9557	
34.6232	38.8268	42.815	46.4969	49.8006	52.677	55.0997	57.0618	58.5719	
349.819	351.217	352.744	354.453	356.409	358.7	1.4383	4.77247	8.89381	
321.489	323.449	325.385	327.299	329.195	331.081	332.966	334.863	336.784	
322.256	322.779	323.173	323.442	323.59	323.617	323.522	323.303	322.954	
69.4946	65.5275	61.4899	57.4875	53.6081	49.9178	46.4603	43.259	40.3212	
321.442	319.88	318.337	316.812	315.307	313.825	312.373	310.958	309.592	
0.172242	4.66667	9.0874	13.3502	17.3859	21.1447	24.5971	27.732	30.5526	
359.707	1.57191	3.45184	5.37239	7.35965	9.44089	11.6448	14.0016	16.5424	
14.6324	13.2108	11.8119	10.4129	8.98933	7.51381	5.95475	4.27497	2.42969	
282.012	278.226	275.728	274.384	274.057	274.626	275.983	278.029	280.665	
311.519	314.395	317.254	320.062	322.798	325.447	327.999	330.452	332.811	
34.3105	36.1324	38.1722	40.4521	42.9933	45.8142	48.9274	52.3358	56.0277	
281.423	265.153	257.932	255.091	254.608	255.584	257.566	260.299	263.608	
314.335	311.522	309.125	307.141	305.558	304.353	303.5	302.97	302.734	
297.3	302.268	307.553	312.956	318.288	323.391	328.157	332.528	336.489	
343.695	344.705	345.901	347.374	349.261	351.775	355.254	0.248522	7.65302	
53.9944	55.3439	56.9244	58.76	60.8792	63.3163	66.1118	69.314	72.9805	
4.06647	6.18207	8.41378	10.788	13.3307	16.0666	19.017	22.1973	25.6137	
51.0791	52.7263	54.6719	56.9652	59.6697	62.8694	66.6769	71.2452	76.786	
298.713	296.13	293.194	289.864	286.098	281.846	277.058	271.679	265.65	
296.961	292.343	286.589	279.269	269.738	257.108	240.495	220.022	198.088	
333.617	331.088	328.8	326.732	324.86	323.164	321.623	320.218	318.934	
357.806	0.0153356	2.33022	4.77542	7.37572	10.1545	13.1319	16.3226	19.7326	
44.7724	42.3636	40.2077	38.2839	36.5716	35.0507	33.7026	32.5104	31.4589	
37.7356	35.9655	33.987	31.7772	29.3138	26.577	23.5515	20.2298	16.6162	
314.446	313.376	312.355	311.383	310.466	309.61	308.822	308.112	307.49	
37.7429	37.4536	37.2953	37.2636	37.3567	37.5745	37.9187	38.3928	39.0022	
337.451	333.474	329.763	326.36	323.291	320.566	318.182	316.125	314.376	
310.165	309.335	308.326	307.124	305.714	304.079	302.196	300.04	297.584	
10.951	7.3156	3.43576	359.342	355.084	350.727	346.349	342.037	337.873	
